Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Michigan,Westland,Jacks Hardware,1,MSI,GP65 Leopard,HDD,Deborah,Robinson,+1-188-690-7099x684,kaitlyn86@example.org,Michael Gomez,Repairs,12650,14664,Bank Transfer,979,2021-12-07,N/A,0,4GB,635,Offline,Medium,1656,882,12879,500GB
Africa,Botswana,North-West,Mini Tech,5,Acer,Nitro 5,HDD,Rachel,Stokes,+1-837-193-0220x5291,kennethwillis@example.net,Heather Singleton,Returns,5467,9180,Bank Transfer,335,2023-11-20,N/A,0,16GB,419,Offline,Low,0,770,7810,1TB
Africa,South Africa,Free State,S & A Computer Place,2,Microsoft,Surface Neo,HDD,Yvette,Warner,349.840.6528,crodriguez@example.org,Patricia Jones,New Sales,6162,10984,Bank Transfer,845,2023-03-08,N/A,0,4GB,774,Offline,Low,0,371,9018,1TB
Africa,Ghana,Volta,ABC Computers,6,Toshiba,Chromebook,SSD,Alexa,Gonzalez,+1-503-704-8460x7733,wwhite@example.org,Jonathan Miller,Second-hand Sales,20833,24945,Cash,42,2021-03-12,2021-03-29,0,16GB,653,Online,Medium,0,269,21240,1TB
Africa,Ethiopia,Dire Dawa,S & A Computer Place,3,Acer,Aspire E 15,HDD,Penny,Roberts,001-789-839-2901x2043,georgeamy@example.org,Samuel Hurst,Second-hand Sales,6662,10681,Cash,620,2023-03-11,N/A,0,16GB,574,Offline,Low,0,265,9016,256GB
North America,Florida,Cape Coral,KyaSand Tech Gadgets,2,Dell,G Series,HDD,Michael,Hancock,048-501-3537x5051,andrewkim@example.com,Rachel Rowe,Repairs,7463,11044,Finance,109,2022-02-05,N/A,41091,8GB,833,Offline,Medium,4602,438,9957,500GB
Africa,Morocco,Assa-Zag,Ricks Computers,5,Lenovo,IdeaPad 5,SSD,Emily,Navarro,+1-578-444-7043x0380,cynthiarice@example.com,Gina Day,Repairs,24650,27039,Cash,556,2021-07-13,2021-08-02,0,2GB,433,Online,Medium,4083,110,26139,1TB
North America,Illinois,Bolingbrook,KyaSand Tech Gadgets,5,HP,Elitebook,HDD,Andrew,Payne,560.680.9677,thompsonelizabeth@example.com,Amanda Mitchell,Repairs,13241,17512,Cash,350,2021-07-21,2021-08-09,0,16GB,708,Online,Medium,1189,361,16355,500GB
Africa,Ghana,Upper West,S & A Computer Place,5,Dell,Latitude,SSD,Sabrina,Robinson,001-353-900-4453x26719,allison58@example.org,Sheila Nichols,Second-hand Sales,17626,20341,Bank Transfer,599,2023-10-03,N/A,0,8GB,717,Offline,High,0,795,18549,1TB
Africa,Ghana,Western,S & A Computer Place,7,Asus,ROG Zephyrus S GX701,SSD,Suzanne,Bowers,(054)954-1266,wangderek@example.net,Jonathan Miller,Returns,24198,26672,Bank Transfer,90,2023-01-07,2023-01-30,0,4GB,799,Online,High,0,402,24432,256GB
Africa,Tanzania,Dar es Salaam,ABC Computers,5,Samsung,Notebook 9 Pro,SSD,Michelle,Brooks,442-622-0360x333,teresaponce@example.com,Antonio Cobb,Repairs,3450,6519,Cash,789,2023-08-07,N/A,0,4GB,782,Offline,Medium,2375,907,5756,500GB
Africa,Nigeria,Cross River,Western International PCs,4,Toshiba,Chromebook,HDD,Jessica,Weiss,5680304808,newtonwilliam@example.net,Jennifer Marshall,New Sales,7836,10763,Cash,590,2022-12-13,N/A,0,2GB,514,Offline,Low,0,430,8677,500GB
Africa,Angola,Zaire,Frankies Hardware and Software,10,HP,Elitebook,SSD,Jeremy,Macias,9933933489,mcdanieljohn@example.org,Kenneth Willis,Second-hand Sales,9654,11948,Bank Transfer,113,2023-06-21,2023-07-18,0,8GB,409,Online,Medium,0,927,11119,256GB
Africa,Ethiopia,Afar,LJ Computers,6,Apple,Apple Macintosh SE,SSD,Chelsea,Melendez,871-375-5842x911,kyle47@example.net,Jacob Spencer,New Sales,24817,28945,Bank Transfer,168,2022-03-26,N/A,0,2GB,660,Offline,High,0,562,25655,1TB
North America,Ohio,Toledo,XYZ Tech,5,Apple,Apple Mac Mini,SSD,Danielle,Hudson,467-129-9717x39997,james81@example.org,Mr. Nathan Douglas,Returns,22584,26612,Finance,36,2024-01-16,2024-02-02,44738,2GB,694,Online,Medium,0,927,24112,1TB
Africa,Tanzania,Iringa,Ricks Computers,4,Acer,Aspire 7,HDD,Daniel,King,623.296.9204x58808,kevincaldwell@example.com,Tara Price,Repairs,16825,20918,Cash,613,2024-01-29,2024-02-27,0,2GB,680,Online,High,1706,240,17359,1TB
Africa,South Africa,North West,Ricks Computers,5,Toshiba,Tecra,HDD,Teresa,Jones,563-024-5099,myersnicholas@example.com,Thomas Barr,Second-hand Sales,2659,7455,Finance,885,2023-01-13,N/A,24340,8GB,849,Offline,Low,0,801,5348,1TB
Africa,Nigeria,Sokoto,Frankies Hardware and Software,9,Lenovo,IdeaCentre AIO 3,HDD,Kristina,Chambers,+1-511-504-8762x7301,joshuaboyd@example.com,Collin Bryant,Second-hand Sales,25583,28260,Finance,370,2023-02-05,2023-03-02,4604,2GB,579,Online,Low,0,316,26660,256GB
North America,North Carolina,Goldsboro,Greens Laptops and PCs,9,Asus,Chromebook Flip C434,SSD,Angela,Santos,+1-682-058-3971,raymondscott@example.com,Catherine Cuevas,Second-hand Sales,16838,20127,Finance,843,2023-01-08,2023-01-24,22511,8GB,509,Online,High,0,751,20014,1TB
North America,California,Oceanside,KyaSand Tech Gadgets,2,Microsoft,Surface Hub,SSD,Pamela,Lewis,686-212-6522x76041,ana93@example.com,Andrew Miranda,Returns,14613,18485,Finance,428,2023-11-29,N/A,40241,8GB,604,Offline,Low,0,256,15792,256GB
Africa,Botswana,Kgatleng,ABC Computers,1,Dell,Venue,SSD,Latasha,Smith,+1-981-145-7529x8977,sawyermark@example.org,Michael Byrd,New Sales,18103,21406,Bank Transfer,773,2021-07-09,N/A,0,2GB,440,Offline,High,0,873,20165,500GB
Africa,Egypt,Beni Suef,Frankies Hardware and Software,4,Microsoft,Surface Go,HDD,Sheri,Kirby,001-069-116-7141x624,acevedoblake@example.com,Michael Gibson,Repairs,27476,30359,Cash,299,2024-01-17,N/A,0,4GB,493,Offline,High,3118,781,28328,256GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Greens Laptops and PCs,3,Microsoft,Surface Go,SSD,Robert,Roberson,863-887-6521x5246,carlyswanson@example.org,Thomas Ramos,Second-hand Sales,17301,20496,Cash,482,2022-11-19,N/A,0,2GB,638,Offline,High,0,384,17820,500GB
Africa,Tanzania,Pemba Kusini,Mini Tech,3,HP,Pavilion,SSD,Andrea,Choi,070-143-6123x90245,gilbertstacey@example.org,David Osborn,New Sales,29655,34409,Finance,60,2021-09-04,2021-09-07,9785,16GB,814,Online,Medium,0,171,30529,256GB
North America,Ohio,Fairfield,ABC Computers,7,MSI,GP76 Leopard,SSD,Anthony,Griffin,313-488-0547,monicataylor@example.com,Ann Johnson,New Sales,20806,23500,Bank Transfer,414,2022-04-02,2022-04-05,0,2GB,552,Online,High,0,354,22370,1TB
North America,Illinois,Elgin,A & A PCs,6,Acer,Swift 3,SSD,Andrew,Johnson,1224886678,melissamacdonald@example.org,Jason Phillips,New Sales,9042,12220,Cash,157,2024-02-12,N/A,0,16GB,695,Offline,High,0,990,11147,256GB
Africa,Angola,Cuando Cubango,KyaSand Tech Gadgets,3,Microsoft,Surface Neo,HDD,Amanda,Barnett,001-968-763-6373,sethbenjamin@example.net,James Thornton,New Sales,11793,14402,Bank Transfer,571,2023-03-26,N/A,0,8GB,760,Offline,Medium,0,227,13186,1TB
North America,Pennsylvania,Harrisburg,CK Tech Store,8,Microsoft,Surface Duo,SSD,Carrie,Gibbs,491-237-1051x9395,agutierrez@example.net,Michael Smith,Returns,21132,23548,Bank Transfer,141,2023-09-18,2023-10-17,0,4GB,402,Online,Low,0,427,23355,500GB
Africa,Kenya,Nyandarua,Greens Laptops and PCs,1,Microsoft,Surface Hub,HDD,Paige,Rojas,471.719.7205x03664,sara64@example.org,Jason Robinson,Second-hand Sales,17802,19923,Finance,603,2021-11-11,2021-12-01,43544,8GB,647,Online,High,0,686,18241,1TB
North America,Ohio,Euclid,Greens Laptops and PCs,3,Acer,ConceptD 5,SSD,Riley,Blackburn,001-080-716-1246x477,ericksonkristin@example.com,Erin Tucker,Returns,29451,31460,Finance,676,2022-08-01,2022-08-11,9652,2GB,819,Online,Low,0,401,31148,256GB
North America,Michigan,Port Huron,GHI Machines,1,Apple,Apple MacBook Pro,SSD,Alexis,Tran,001-047-327-5637,richardsonchristine@example.org,Allen Juarez,Returns,18675,22912,Bank Transfer,505,2022-03-14,N/A,0,16GB,775,Offline,Medium,0,839,21692,1TB
Africa,South Africa,KwaZulu-Natal,Western International PCs,6,Asus,VivoBook Flip 14,SSD,Barbara,Walls,604-882-1573x6317,lisahenderson@example.net,Erin Williams,Returns,13181,17423,Bank Transfer,994,2023-05-21,2023-06-15,0,2GB,659,Online,High,0,557,13823,1TB
Africa,Morocco,Es-Semara,KyaSand Tech Gadgets,5,Microsoft,Surface Go,SSD,Richard,Cook,6131078632,paul08@example.com,Amy Owens,Second-hand Sales,27067,31980,Cash,817,2023-05-30,N/A,0,4GB,584,Offline,Low,0,642,29784,1TB
Africa,Nigeria,Imo,ABC Computers,2,Microsoft,Surface Book,HDD,Roy,Cain,(990)205-7638x876,billyneal@example.org,Mary Shaw,Returns,13279,15819,Finance,482,2022-03-18,N/A,48990,8GB,777,Offline,High,0,43,13411,1TB
North America,Florida,Tallahassee,S & A Computer Place,3,Microsoft,Surface Hub,SSD,Bryan,Henderson,(250)894-7384x60158,evansfrank@example.org,Tanya Mcclure,Second-hand Sales,10182,14696,Bank Transfer,970,2021-09-22,N/A,0,16GB,604,Offline,High,0,106,12495,256GB
North America,Pennsylvania,Chester,Greens Laptops and PCs,2,MSI,Alpha 15,SSD,Damon,Mendoza,+1-068-388-0866x1895,xdixon@example.org,Leah Watts,Second-hand Sales,22525,26575,Cash,192,2022-04-18,2022-05-15,0,16GB,603,Online,Low,0,739,24242,1TB
Africa,Morocco,Figuig,XYZ Tech,10,Apple,Apple MacBook Pro,SSD,Kayla,Fox,944.720.3609x87227,dallen@example.net,Gwendolyn Thomas,Repairs,5873,9299,Cash,793,2021-06-02,N/A,0,8GB,499,Offline,Low,1852,585,6207,256GB
North America,Ohio,Fairfield,Ricks Computers,5,Microsoft,Surface Duo,HDD,Aaron,Petersen,001-222-939-8113x8758,katrina95@example.com,Max Mccann,Repairs,8548,11774,Finance,750,2023-08-02,2023-08-28,37580,4GB,451,Online,High,4687,331,9541,500GB
North America,Illinois,Bloomington,ABC Computers,7,HP,Pavilion,HDD,Veronica,Ruiz,001-178-428-8035,andradeashley@example.net,Ashley Jones,Second-hand Sales,16489,20146,Finance,50,2023-02-27,2023-03-02,27080,2GB,829,Online,High,0,538,16946,256GB
Africa,Ghana,Upper West,Ricks Computers,7,MSI,P65 Creator,HDD,Brandon,Jones,001-976-170-5692x61557,wschmidt@example.org,Stephen Harmon,Repairs,25053,28064,Finance,538,2024-01-10,2024-02-03,19066,2GB,543,Online,Medium,3969,524,26265,256GB
North America,Michigan,Saginaw,LJ Computers,10,Samsung,Notebook 9 Pro,HDD,Allen,Obrien,+1-690-255-0967,gerald64@example.org,Veronica Larson,New Sales,13984,18651,Cash,541,2023-07-11,2023-07-29,0,8GB,796,Online,High,0,105,17631,500GB
North America,Georgia,Atlanta,CK Tech Store,2,Microsoft,Surface Pro,SSD,Martin,Williamson,001-794-879-0335x61315,robert16@example.net,Chris Jones,Second-hand Sales,18166,20866,Bank Transfer,846,2021-09-07,2021-09-19,0,8GB,635,Online,High,0,763,18789,256GB
North America,Pennsylvania,Monessen,XYZ Tech,2,HP,ZBook,HDD,Gabrielle,Benson,438.364.5467,sarahbarton@example.net,Lisa Graham,Repairs,22832,25242,Cash,917,2021-06-13,2021-06-25,0,4GB,836,Online,Low,1185,494,22962,500GB
Africa,Kenya,Kajiado,LJ Computers,7,Lenovo,ThinkCentre M920 Tiny,HDD,Michael,Bennett,001-480-065-8023x25015,heather97@example.org,Kenneth Moore,Returns,5065,9600,Finance,48,2023-10-31,2023-11-02,3981,16GB,498,Online,High,0,227,6170,1TB
Africa,Tanzania,Tanga,GHI Machines,3,Acer,Chromebook Spin 311,SSD,Melissa,Adams,+1-062-587-8897,davidallen@example.net,David Osborn,Returns,16601,20686,Bank Transfer,260,2022-05-25,N/A,0,4GB,411,Offline,High,0,644,18687,500GB
Africa,South Africa,Gauteng,DEF Machines,10,HP,Probook,HDD,Karen,Gibbs,400-724-9206x188,dwilson@example.org,Patricia Jones,Second-hand Sales,3696,6430,Finance,559,2021-10-20,2021-10-25,26262,8GB,491,Online,Medium,0,65,5955,256GB
Africa,Angola,Lunda Sul,Greens Laptops and PCs,7,Lenovo,ThinkPad X13 Yoga,HDD,David,Gibson,759.085.5854x39776,joshua99@example.com,Kimberly Duncan,Returns,12878,14932,Cash,937,2023-10-04,2023-11-01,0,2GB,808,Online,Low,0,140,13414,256GB
North America,Georgia,Johns Creek,Jacks Hardware,5,Acer,Aspire E 15,SSD,Allison,Sullivan,297.697.5351x79523,billyhayes@example.org,Michael Turner,New Sales,8069,10380,Bank Transfer,821,2022-02-05,N/A,0,8GB,770,Offline,Medium,0,165,8092,500GB
Africa,Angola,Cuanza Sul,A & A PCs,5,Asus,ExpertBook B9,HDD,Joyce,Mcdonald,001-872-619-9522x28990,ppierce@example.net,Ruben Snow,Second-hand Sales,10478,13943,Bank Transfer,452,2021-09-19,N/A,0,4GB,521,Offline,Low,0,83,13207,500GB
North America,New York,Hempstead,Western International PCs,3,Lenovo,ThinkCentre M920 Tiny,HDD,Kelly,Knight,3083850376,brittany57@example.net,Jake Lee,New Sales,22006,24753,Bank Transfer,423,2023-10-26,N/A,0,2GB,539,Offline,Medium,0,559,23303,256GB
Africa,Angola,Lunda Sul,ABC Computers,3,Asus,VivoBook Flip 14,SSD,Dustin,Travis,(457)018-0323x2021,icallahan@example.net,Kenneth Willis,New Sales,24563,29154,Finance,261,2021-03-17,2021-03-23,11218,2GB,697,Online,Low,0,143,27598,256GB
North America,Ohio,Euclid,GHI Machines,9,MSI,GS75 Stealth,HDD,Michelle,Garrett,500.498.8126x76622,kelleycassandra@example.org,Molly Johns,Second-hand Sales,16188,19985,Cash,333,2023-08-01,N/A,0,8GB,657,Offline,Medium,0,334,16746,256GB
Africa,Angola,Cuanza Sul,Mini Tech,10,Apple,Apple Lisa,HDD,Pamela,Miller,3616590266,perkinsgeorge@example.net,Kenneth Willis,New Sales,5163,8588,Bank Transfer,779,2021-07-24,N/A,0,8GB,838,Offline,Low,0,597,8485,1TB
North America,California,Riverside,ABC Computers,5,HP,Chromebook,SSD,John,King,(475)617-4896x561,james17@example.com,Amber Montgomery,Repairs,24491,29367,Cash,167,2023-03-21,N/A,0,8GB,703,Offline,Medium,4190,134,25233,1TB
North America,Pennsylvania,Meadville,CK Tech Store,9,Samsung,Notebook 9,SSD,David,Jones,106-451-4657,simpsonpaul@example.com,Lisa Graham,New Sales,29207,34089,Cash,353,2024-01-01,N/A,0,2GB,467,Offline,High,0,577,34001,256GB
Africa,Kenya,Homa Bay,XYZ Tech,4,Apple,Apple Mac Pro,HDD,Bradley,Drake,+1-657-421-9173x310,xtaylor@example.net,Cassandra Mcmillan,New Sales,15849,19435,Finance,119,2024-01-29,N/A,8535,16GB,667,Offline,Low,0,696,18677,500GB
Africa,Angola,Cuanza Sul,Benjis Tech,9,Asus,ROG Zephyrus S GX701,SSD,Jamie,Marshall,001-610-075-2134x3212,michael71@example.com,Cassidy Mason,New Sales,2959,6827,Finance,129,2023-08-06,N/A,300,16GB,787,Offline,High,0,244,3668,1TB
North America,New York,Buffalo,Frankies Hardware and Software,6,HP,Chromebook,SSD,Theresa,Conrad,001-212-469-1683,savannahdrake@example.com,Kelsey Olson,New Sales,16122,19943,Finance,885,2023-05-05,N/A,12546,4GB,420,Offline,High,0,730,19341,256GB
North America,Georgia,Sandy Springs,GHI Machines,2,Dell,Inspiron,SSD,Lisa,Hill,329.652.5550,wlevine@example.com,Jacqueline Rice,Returns,4090,8760,Cash,779,2022-06-18,2022-06-19,0,4GB,659,Online,Low,0,764,6980,256GB
North America,Florida,Miami Beach,GHI Machines,6,Dell,Latitude,HDD,Justin,Graham,003.352.9300,amanda58@example.org,Rachel Rowe,New Sales,13729,18142,Bank Transfer,26,2023-07-21,N/A,0,16GB,435,Offline,High,0,301,15987,1TB
North America,Ohio,Middletown,GH PC Shop,4,Asus,ROG Strix Scar III,SSD,Kathy,Gardner,7075700943,christianochoa@example.org,Ann Johnson,Repairs,24263,27272,Finance,752,2021-10-30,N/A,36134,8GB,557,Offline,Medium,1059,518,26832,256GB
Africa,Nigeria,Borno,GH PC Shop,8,MSI,Alpha 15,HDD,Michelle,Parker,417.530.1631x2919,gabriellesilva@example.org,Diana Waters,New Sales,20898,22966,Bank Transfer,881,2022-06-07,2022-06-09,0,4GB,448,Online,High,0,726,21830,256GB
North America,Illinois,Elgin,Mini Tech,9,Lenovo,IdeaPad 5,SSD,Jacqueline,Richards,2479977985,ksimpson@example.com,Amanda Mitchell,New Sales,23355,27993,Bank Transfer,813,2021-11-05,2021-11-15,0,16GB,495,Online,Low,0,380,24218,256GB
North America,Pennsylvania,Bethlehem,Frankies Hardware and Software,1,Samsung,Chromebook 4,SSD,Miguel,Vang,(601)223-2327x6379,andrewedwards@example.net,Carol Wells,Repairs,20153,23252,Cash,66,2022-02-23,2022-03-06,0,4GB,580,Online,Medium,4127,242,22073,500GB
North America,Ohio,Youngstown,GHI Machines,5,Samsung,Notebook 9 Pro,SSD,Dan,Malone,001-043-326-5955x77568,ffarley@example.net,Mr. Nathan Douglas,Repairs,11755,14058,Cash,951,2022-07-06,2022-07-26,0,16GB,672,Online,High,3990,975,11894,256GB
Africa,South Africa,Free State,Western International PCs,8,HP,Stream,SSD,Shawn,Brown,052.799.9750x35083,bradley91@example.com,Erin Williams,Returns,14734,17268,Bank Transfer,110,2023-09-17,2023-09-30,0,16GB,497,Online,High,0,216,16096,256GB
Africa,South Africa,KwaZulu-Natal,Mini Tech,10,Apple,Apple Mac Mini,SSD,Gabriel,Hess,518.350.7888x855,wongkimberly@example.net,Patricia Jones,New Sales,17778,19978,Bank Transfer,345,2021-09-10,N/A,0,8GB,787,Offline,High,0,159,19055,500GB
North America,Ohio,Strongsville,Benjis Tech,9,HP,Probook,SSD,Kyle,Clark,236.193.7582x02868,fsnyder@example.org,Diamond Baker,Second-hand Sales,21483,25161,Cash,433,2023-10-23,N/A,0,4GB,659,Offline,Low,0,52,23155,256GB
North America,Ohio,Fairfield,KyaSand Tech Gadgets,6,Apple,Apple Power Mac G5,HDD,Donald,Schwartz,183.874.1354,roseellison@example.org,Jason Gentry,Returns,15173,18338,Finance,291,2021-10-17,N/A,10388,16GB,446,Offline,Medium,0,522,16104,500GB
Africa,Nigeria,Ekiti,Jacks Hardware,2,Dell,Precision,HDD,Alyssa,Berry,103.506.2927x5936,ysaunders@example.com,Lisa Morgan,Repairs,27462,29591,Finance,28,2022-02-23,2022-03-09,45554,16GB,467,Online,High,1634,191,28700,1TB
North America,New York,Spring Valley,Western International PCs,10,Apple,Apple Mac Pro,SSD,Christopher,Briggs,001-323-038-8251x2762,halljennifer@example.net,Sean Guerrero,New Sales,4294,8344,Bank Transfer,206,2021-09-01,N/A,0,16GB,693,Offline,Low,0,365,4545,500GB
North America,Texas,Fort Worth,Greens Laptops and PCs,7,Acer,Nitro 5,HDD,Robert,Russell,+1-755-567-4496x6326,grahamfrank@example.net,Lauren Morales,New Sales,14278,17946,Cash,765,2022-09-15,N/A,0,16GB,400,Offline,Medium,0,389,17055,256GB
North America,Georgia,Macon,ABC Computers,10,Apple,Apple Macintosh Classic,SSD,Jasmin,Hinton,(281)776-5368x09216,ashleytaylor@example.org,Renee Howell,Repairs,26940,29020,Finance,522,2022-08-03,2022-08-10,27711,8GB,596,Online,High,1007,960,28631,1TB
Africa,Morocco,Guelmim-Oued Noun,CK Tech Store,6,Acer,Nitro 5,SSD,Elizabeth,Davis,165-228-1312x735,michael19@example.net,Gina Day,Returns,9626,13413,Finance,934,2021-03-18,N/A,28060,8GB,737,Offline,High,0,576,10296,500GB
North America,California,Santa Clarita,ABC Computers,4,Apple,Apple Lisa,SSD,Kimberly,Garcia,(710)488-6247,evansalyssa@example.net,Rachel Mitchell,Repairs,20236,23744,Cash,687,2021-07-20,2021-08-09,0,8GB,779,Online,Low,1598,816,22057,1TB
Africa,Tanzania,Rukwa,GH PC Shop,5,Apple,Apple PowerBook G4,HDD,Keith,Marsh,(274)764-9298x0229,catherine15@example.org,David Osborn,Second-hand Sales,13339,16513,Cash,306,2023-04-21,2023-04-30,0,8GB,729,Online,Low,0,202,13928,1TB
North America,California,San Diego,Frankies Hardware and Software,9,Microsoft,Surface Hub,HDD,Tamara,Garrett,+1-932-775-9514x405,raykatherine@example.org,Alyssa Martinez,Second-hand Sales,12457,16304,Finance,293,2021-06-17,N/A,10873,2GB,639,Offline,Low,0,324,12766,256GB
Africa,Tanzania,Pemba Kusini,Benjis Tech,3,Acer,Predator Helios 300,HDD,Kyle,Ortega,001-416-423-8775x71983,rose13@example.net,Dawn Perkins,Returns,26798,30983,Bank Transfer,363,2023-10-12,N/A,0,2GB,592,Offline,Medium,0,138,27953,500GB
North America,Texas,Abilene,Ricks Computers,7,Samsung,Notebook 7 Spin,SSD,Aaron,Liu,001-075-921-1146x911,thomas40@example.com,Mike Miranda,New Sales,25031,27175,Bank Transfer,549,2023-12-10,N/A,0,16GB,586,Offline,High,0,27,25852,256GB
North America,New York,New York,Greens Laptops and PCs,6,Acer,ConceptD 5,SSD,Danielle,Huff,001-280-553-1429x5143,davidrhodes@example.com,Jake Lee,New Sales,9979,13581,Bank Transfer,482,2023-11-17,2023-12-01,0,4GB,746,Online,High,0,537,10425,500GB
Africa,Ghana,Upper West,GHI Machines,4,Acer,Aspire 5,SSD,Linda,Murray,001-426-279-8070x60923,joyce97@example.org,Kevin Lee,New Sales,17650,21906,Bank Transfer,302,2022-04-18,2022-04-30,0,2GB,648,Online,High,0,257,21792,1TB
North America,California,Long Beach,Jacks Hardware,4,Dell,G Series,SSD,Jody,Kirk,(484)222-8384,mbush@example.org,Amber Montgomery,Returns,22903,26178,Bank Transfer,124,2022-09-25,N/A,0,8GB,537,Offline,Low,0,966,25681,1TB
North America,Florida,West Palm Beach,LJ Computers,10,Toshiba,Chromebook,HDD,Joshua,Rogers,(652)610-6322x82522,lynchstephanie@example.net,Rachel Rowe,Returns,20704,24022,Cash,666,2023-07-03,2023-07-09,0,8GB,633,Online,Medium,0,946,22864,500GB
North America,Texas,El Paso,Greens Laptops and PCs,5,Dell,Inspiron,HDD,Deanna,Burnett,9473560804,jennifer95@example.net,Michael Koch,Repairs,16673,20104,Bank Transfer,507,2021-12-29,N/A,0,4GB,640,Offline,High,2176,34,19657,500GB
Africa,Botswana,Ghanzi,Ricks Computers,7,Samsung,Notebook 5,SSD,Michael,Montes,675-921-6577,flowersdaniel@example.com,Heather Singleton,New Sales,25832,28564,Cash,728,2022-04-12,N/A,0,16GB,481,Offline,High,0,513,27944,256GB
North America,Florida,Port St. Lucie,ABC Computers,2,MSI,GS66 Stealth,HDD,William,Phillips,(485)078-2813,jeffreysexton@example.com,Mark Evans,Returns,8226,11253,Bank Transfer,634,2021-11-04,2021-11-15,0,8GB,813,Online,High,0,483,9929,500GB
North America,Michigan,Troy,XYZ Tech,5,Microsoft,Surface Laptop,SSD,Cynthia,Martin,196-113-1598,callahanrichard@example.org,Tiffany Velez,Returns,18793,23649,Bank Transfer,997,2021-09-08,2021-09-15,0,8GB,737,Online,Low,0,662,19744,500GB
North America,North Carolina,Greensboro,ABC Computers,7,HP,Pavilion,HDD,Natasha,Hernandez,(100)909-8344,nathaniel62@example.org,Calvin Rich,Repairs,19099,21872,Cash,291,2023-05-11,2023-05-29,0,8GB,828,Online,Low,2186,959,21352,256GB
North America,Illinois,Peoria,Mini Tech,8,Dell,XPS,HDD,Carrie,Adkins,(168)181-0473x98913,brooksalbert@example.com,Jerry Cox,Returns,20467,25442,Finance,426,2022-08-20,2022-09-19,12806,16GB,578,Online,Medium,0,467,23219,500GB
North America,Michigan,Warren,GH PC Shop,8,Samsung,Notebook Odyssey,HDD,Kylie,Day,001-450-908-3121,barnettgabriel@example.org,Kevin Padilla,Repairs,13016,15925,Bank Transfer,76,2023-07-17,N/A,0,8GB,559,Offline,High,1321,521,15410,256GB
Africa,Morocco,Larache,CK Tech Store,3,Apple,Apple MacBook Pro,HDD,Tiffany,Nielsen,+1-703-375-3726x98016,gjohnson@example.org,Emma Scott,New Sales,16058,18554,Bank Transfer,549,2022-01-17,2022-01-24,0,4GB,522,Online,Medium,0,808,17407,500GB
North America,California,Moreno Valley,GH PC Shop,4,Asus,Chromebook Flip C434,HDD,Leah,Short,169.270.3330x3890,rogersthomas@example.com,Sean Rodriguez,New Sales,7077,11692,Finance,366,2023-11-15,N/A,33438,8GB,488,Offline,Low,0,43,10441,1TB
North America,North Carolina,Wilmington,CK Tech Store,2,Samsung,Notebook 9 Pen,HDD,Corey,Williams,143-820-4053x652,bakertrevor@example.net,Eric Hall,Repairs,26164,30049,Finance,727,2023-03-24,2023-04-01,32474,8GB,499,Online,Low,2071,552,28612,500GB
Africa,Ethiopia,Afar,Western International PCs,3,HP,Omen,HDD,Jennifer,Stuart,806.223.9971x0429,paul49@example.org,Michael Summers,Repairs,6263,9319,Bank Transfer,667,2023-05-03,2023-05-04,0,16GB,559,Online,Medium,4358,646,7089,500GB
North America,Illinois,Orland Park,DEF Machines,9,Samsung,Notebook 9 Pen,SSD,Stephanie,Henderson,6129977859,justin13@example.com,Glenda Cohen,Second-hand Sales,2594,7059,Bank Transfer,554,2022-09-23,N/A,0,16GB,411,Offline,High,0,973,6893,256GB
North America,North Carolina,Kannapolis,ABC Computers,6,Dell,Venue,HDD,Kristy,Andersen,918.570.8628,tammywalker@example.net,Brady Walton,Returns,27177,30895,Finance,563,2021-10-24,2021-11-23,48709,2GB,583,Online,Medium,0,413,30125,1TB
Africa,Tanzania,Pemba Kusini,XYZ Tech,6,Dell,Latitude,SSD,Joshua,Williams,+1-961-302-0406,robertcooley@example.org,Jennifer Morales,Repairs,22654,25000,Bank Transfer,212,2022-09-09,N/A,0,16GB,565,Offline,Low,1659,879,24843,500GB
Africa,Egypt,Qena,LJ Computers,6,Lenovo,ThinkPad X13 Yoga,SSD,Christopher,Scott,322.938.9977,gallagheramber@example.com,Robert Hudson,Second-hand Sales,12171,16386,Finance,156,2022-09-13,N/A,25449,4GB,411,Offline,Medium,0,62,15584,256GB
North America,North Carolina,Mooresville,Mini Tech,7,HP,Chromebook,HDD,Karen,Rodriguez,7603179578,montgomerybrian@example.net,Tamara Clark,Returns,4263,8015,Cash,345,2021-09-11,2021-09-20,0,4GB,462,Online,Low,0,908,7313,500GB
North America,Ohio,Canton,Western International PCs,6,Asus,VivoBook S14,SSD,Mckenzie,Gonzalez,2647655509,kelly90@example.net,Mr. Nathan Douglas,Repairs,8931,11386,Cash,913,2022-08-02,N/A,0,2GB,426,Offline,Low,3036,434,9765,256GB
